"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
120,"RM",44,4224,"Reg","Inside","NAmes","1Story",5,5,1976,1976,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","ALQ",874,0,268,1142,"TA",1142,0,0,1142,1,0,1,1,3,1,"TA",6,1,"Attchd",1976,"Fin",2,528,536,90,0,0,0,0,0,8,2007,134000
80,"RL",92,6930,"IR1","Inside","NAmes","1Story",5,4,1958,1958,"Hip","Wd Sdng","VinylSd","BrkFace",120,"TA","CBlock","TA","Av","BLQ",300,294,468,1062,"Ex",1352,0,0,1352,0,1,1,0,3,1,"Gd",6,0,"Attchd",1958,"Unf",1,288,168,0,294,0,0,0,0,7,2006,130000
60,"RL",78,12011,"IR1","Inside","NAmes","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",530,"Gd","PConc","Gd","Av","GLQ",956,0,130,1086,"Ex",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,1,"Attchd",1998,"RFn",2,592,208,75,0,0,374,0,0,6,2006,280000
85,"RL",0,7540,"IR1","Inside","NAmes","1Story",6,6,1978,1978,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","Av","GLQ",773,0,115,888,"Ex",912,0,0,912,1,0,1,0,2,1,"TA",5,1,"Attchd",1978,"RFn",2,470,0,0,0,0,192,0,0,6,2007,156000
50,"RL",0,9144,"Reg","Inside","NAmes","1.5Fin",5,5,1940,1982,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",399,0,484,883,"Gd",988,517,0,1505,1,0,1,0,3,1,"TA",8,0,"Detchd",1940,"Unf",1,240,0,0,0,0,0,0,0,7,2008,145000
85,"RL",64,7301,"Reg","Corner","NAmes","1Story",7,5,2003,2003,"Gable","HdBoard","HdBoard","BrkFace",500,"Gd","PConc","TA","No","Unf",0,0,0,0,"Ex",495,1427,0,1922,0,0,3,0,4,1,"Gd",7,1,"Attchd",2003,"RFn",2,672,0,0,177,0,0,0,0,7,2009,198500
160,"RM",21,1680,"Reg","Inside","NAmes","2Story",6,8,1972,2007,"Gable","HdBoard","HdBoard","BrkFace",510,"TA","CBlock","TA","No","ALQ",162,0,321,483,"Gd",483,504,0,987,0,0,1,1,2,1,"Gd",5,0,"Detchd",1972,"Unf",1,264,250,0,0,0,0,0,0,5,2009,118000
60,"RL",0,18800,"IR1","Inside","NAmes","2Story",6,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",120,"TA","PConc","Gd","Mn","GLQ",712,0,84,796,"TA",790,784,0,1574,1,0,2,1,3,1,"TA",6,1,"Attchd",1976,"Fin",2,566,306,111,0,0,0,0,0,7,2006,190000
70,"RM",59,10690,"Reg","Inside","NAmes","2Story",5,7,1920,1997,"Hip","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Rec",456,0,216,672,"Gd",672,672,0,1344,0,0,1,0,3,1,"TA",6,0,"Detchd",1964,"Unf",1,468,0,128,218,0,0,0,0,7,2009,147000
20,"RL",0,9500,"IR1","Inside","NAmes","1Story",6,5,1963,1963,"Gable","Plywood","Plywood","BrkFace",247,"TA","CBlock","Gd","No","BLQ",609,0,785,1394,"Gd",1394,0,0,1394,1,0,1,1,3,1,"TA",6,2,"Attchd",1963,"RFn",2,514,0,76,0,0,185,0,0,7,2009,159000
80,"RL",101,9150,"IR1","Corner","NAmes","1Story",6,5,1962,1962,"Gable","Plywood","Plywood","BrkFace",305,"TA","CBlock","Gd","Gd","GLQ",371,0,728,1099,"Gd",1431,0,0,1431,0,1,1,0,3,1,"TA",6,1,"Attchd",1962,"RFn",1,296,64,110,0,0,0,0,0,12,2008,165000
20,"RL",78,7800,"Reg","Inside","NAmes","1Story",5,6,1954,1954,"Gable","HdBoard","HdBoard","BrkFace",200,"TA","PConc","TA","No","Unf",540,0,728,1268,"Gd",1268,0,0,1268,0,0,1,0,2,1,"TA",7,1,"Attchd",1954,"Fin",1,244,0,98,0,0,0,0,0,3,2010,132000
20,"RL",0,9830,"IR1","Corner","NAmes","1Story",5,7,1959,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","ALQ",72,258,733,1063,"Ex",1287,0,0,1287,1,0,1,0,3,1,"Gd",7,1,"Detchd",1997,"Fin",2,576,364,17,0,0,182,0,0,3,2010,162000
60,"RL",0,8121,"IR1","Inside","NAmes","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","Unf",0,0,953,953,"Ex",953,711,0,1664,0,0,2,1,3,1,"TA",7,1,"Attchd",2000,"RFn",2,460,100,40,0,0,0,0,0,1,2006,172400
50,"RL",80,17120,"Reg","Inside","NAmes","1.5Fin",4,4,1959,1959,"Gable","VinylSd","Plywood","None",0,"TA","CBlock","TA","No","Unf",0,0,0,0,"TA",1120,468,0,1588,0,0,2,0,4,1,"TA",7,1,"Detchd",1991,"Fin",2,680,0,59,0,0,0,0,0,7,2008,134432
120,"RL",50,7175,"Reg","Inside","NAmes","1Story",6,5,1984,1984,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","No","ALQ",623,121,0,744,"TA",752,0,0,752,1,0,1,0,2,1,"TA",4,0,"Attchd",1984,"Unf",1,264,353,0,0,0,90,0,0,2,2010,125000
20,"RL",79,10634,"Reg","Inside","NAmes","1Story",5,6,1953,1953,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","TA","No","BLQ",428,180,0,608,"TA",1319,0,0,1319,1,0,1,0,3,1,"TA",5,0,"Attchd",1953,"Unf",1,270,66,0,0,0,0,0,0,11,2009,123000
60,"RL",65,8200,"Reg","Inside","CollgCr","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,847,847,"Ex",847,1081,0,1928,0,0,2,1,4,1,"Gd",8,1,"Attchd",2003,"Fin",2,434,100,48,0,0,0,0,0,7,2007,219500
30,"RL",0,10020,"IR1","Inside","NAmes","1Story",1,1,1922,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","Gd","BLQ",350,0,333,683,"Gd",904,0,0,904,1,0,0,1,1,1,"TA",4,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,3,2009,61000
85,"RL",57,8846,"IR1","Inside","CollgCr","1Story",5,5,1996,1996,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",298,0,572,870,"Ex",914,0,0,914,0,0,1,0,2,1,"TA",5,0,"Detchd",1998,"Unf",2,576,0,0,0,0,0,0,0,7,2006,148000
60,"RL",102,11143,"IR1","Corner","NAmes","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,1580,1580,"Ex",1580,886,0,2466,0,0,3,0,4,1,"Gd",8,1,"Attchd",2004,"RFn",2,610,159,214,0,0,0,0,0,12,2007,340000
20,"RL",88,11394,"Reg","Corner","NAmes","1Story",9,2,2010,2010,"Hip","VinylSd","VinylSd","Stone",350,"Gd","PConc","Ex","Av","GLQ",1445,0,411,1856,"Ex",1856,0,0,1856,1,0,1,1,1,1,"TA",8,1,"Attchd",2010,"Fin",3,834,113,0,0,0,0,0,0,6,2010,394432
60,"RL",60,8123,"IR1","Inside","NAmes","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",16,"TA","PConc","Gd","No","Unf",0,0,982,982,"Ex",1007,793,0,1800,0,0,2,1,3,1,"TA",7,1,"Attchd",2000,"Fin",2,463,100,63,0,0,0,0,0,6,2009,179000
50,"RL",50,5000,"Reg","Inside","NAmes","1.5Fin",5,6,1924,1950,"Gable","VinylSd","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",218,0,808,1026,"TA",1026,665,0,1691,0,0,2,0,3,1,"Gd",6,1,"Detchd",1924,"Unf",1,308,0,0,242,0,0,0,0,5,2010,127000
20,"RL",60,7200,"Reg","Inside","NAmes","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,1293,1293,"Ex",1301,0,0,1301,1,0,2,0,2,1,"Gd",5,1,"Attchd",2006,"RFn",2,572,216,121,0,0,0,0,0,8,2006,187750
60,"RL",79,9245,"IR1","Inside","CollgCr","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","Unf",0,0,939,939,"Ex",939,858,0,1797,0,0,2,1,3,1,"Gd",8,0,"Attchd",2006,"RFn",2,639,144,53,0,0,0,0,0,4,2007,213500
45,"RL",60,9000,"Reg","Corner","NAmes","1Story",6,3,1928,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,784,784,"TA",784,0,0,784,0,0,1,0,2,1,"TA",5,0,"Detchd",1950,"Unf",2,360,0,0,91,0,0,0,0,10,2009,76000
60,"RL",0,53107,"Reg","Corner","NAmes","2Story",6,5,1992,1992,"Gable","HdBoard","HdBoard","None",0,"Gd","PConc","Gd","Av","GLQ",985,0,595,1580,"Ex",1079,874,0,1953,1,0,2,1,3,1,"Gd",9,2,"Attchd",1992,"Fin",2,501,216,231,0,0,0,0,0,6,2007,240000
120,"RL",43,3182,"Reg","Inside","NAmes","1Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",16,"Gd","PConc","Gd","No","GLQ",24,0,1232,1256,"Ex",1269,0,0,1269,0,0,2,0,2,1,"Gd",6,1,"Attchd",2004,"Fin",2,430,146,20,0,0,144,0,0,4,2010,192000
50,"RL",58,8410,"Reg","Inside","NAmes","1.5Fin",5,3,1910,1996,"Gable","Wd Sdng","VinylSd","None",0,"TA","PConc","TA","No","Unf",0,0,658,658,"TA",658,526,0,1184,0,0,1,0,5,1,"TA",8,0,"Attchd",0,"Unf",0,0,0,151,0,0,0,0,0,5,2006,81000
80,"RL",72,7200,"Reg","Inside","NAmes","1Story",6,6,1976,1976,"Hip","MetalSd","MetalSd","BrkFace",255,"TA","CBlock","TA","Av","ALQ",631,0,410,1041,"Ex",1125,0,0,1125,1,0,1,0,3,1,"TA",6,1,"Detchd",1977,"Unf",1,352,296,0,0,0,0,0,0,10,2009,125000
20,"RL",93,9382,"IR1","Inside","CollgCr","1Story",7,5,1999,2000,"Gable","VinylSd","VinylSd","BrkFace",125,"Gd","PConc","Gd","No","Unf",0,0,1468,1468,"Ex",1479,0,0,1479,0,0,2,0,3,1,"Gd",6,0,"Attchd",1999,"RFn",2,577,120,25,0,0,0,0,0,7,2008,191000
60,"RL",96,12474,"Reg","Inside","NAmes","2Story",10,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",272,"TA","PConc","Ex","Av","GLQ",1280,0,402,1682,"Ex",1742,590,0,2332,1,0,2,1,3,1,"TA",9,1,"Attchd",2008,"Fin",3,846,196,134,0,0,0,0,0,8,2008,426000
50,"RL",50,8405,"Reg","Inside","NAmes","1.5Fin",5,8,1900,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Rec",241,391,229,861,"Ex",961,406,0,1367,1,0,1,0,4,1,"TA",7,0,"Detchd",1978,"Unf",1,384,0,130,112,0,0,0,0,4,2008,119000
60,"RL",71,12209,"IR1","Inside","NAmes","2Story",6,5,2001,2002,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Ex","No","ALQ",690,0,114,804,"Ex",804,1157,0,1961,1,0,2,1,3,1,"Gd",7,1,"Attchd",2001,"Fin",2,560,125,192,0,0,0,0,0,6,2009,215000
20,"RL",0,8339,"IR1","Inside","NAmes","1Story",5,7,1959,1959,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","TA","No","Unf",0,0,0,0,"TA",882,0,0,882,0,0,1,0,3,1,"TA",5,0,"Attchd",1959,"RFn",1,294,0,0,0,0,0,0,1200,7,2007,106500
30,"RL",0,7446,"Reg","Corner","NAmes","1Story",4,5,1941,1950,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Rec",266,0,522,788,"TA",788,0,0,788,0,0,1,0,2,1,"TA",4,2,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,4,2006,1e+05
50,"RL",60,10134,"Reg","Inside","OldTown","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Unf",0,0,735,735,"Gd",735,299,0,1034,0,0,1,0,2,1,"TA",5,0,"Detchd",1940,"Unf",1,240,0,39,0,0,0,0,0,7,2007,109000
20,"RL",68,9571,"Reg","Inside","NAmes","1Story",5,6,1956,1956,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","Av","BLQ",739,0,405,1144,"TA",1144,0,0,1144,1,0,1,0,3,1,"TA",6,0,"Attchd",1956,"Unf",1,596,44,0,0,0,0,0,0,6,2010,129000
20,"RL",60,7200,"Reg","Inside","CollgCr","1Story",5,5,1972,1972,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","Av","Rec",777,0,117,894,"TA",894,0,0,894,0,0,1,0,2,1,"TA",6,0,"Detchd",1985,"RFn",2,600,215,0,0,0,0,0,0,9,2009,123000
60,"RL",69,7590,"Reg","Inside","NAmes","2Story",5,5,1962,1962,"Gable","VinylSd","VinylSd","BrkFace",288,"TA","CBlock","TA","No","ALQ",540,0,324,864,"TA",876,936,0,1812,0,0,2,0,4,1,"TA",8,1,"Attchd",1962,"RFn",1,264,0,168,0,0,0,0,0,7,2007,169500
30,"RM",60,8967,"Reg","Corner","NAmes","1Story",5,2,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,961,961,"Gd",1077,0,0,1077,0,0,1,0,2,1,"TA",6,0,"Detchd",1920,"Unf",1,338,0,0,0,0,0,0,0,11,2007,67000
60,"RL",65,8125,"Reg","Inside","NAmes","2Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",100,"Gd","PConc","Gd","No","GLQ",812,0,280,1092,"Ex",1112,438,0,1550,1,0,2,0,2,1,"Gd",7,0,"Attchd",2007,"Fin",2,438,0,168,0,0,0,0,0,10,2009,241000
120,"RL",38,14963,"Reg","Inside","NAmes","1Story",8,5,1996,1996,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",786,0,474,1260,"Ex",1288,0,0,1288,1,0,1,1,1,1,"TA",4,2,"Attchd",1996,"Fin",2,500,120,30,0,0,224,0,0,12,2008,245500
20,"RL",65,8767,"IR1","Inside","CollgCr","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",24,0,1286,1310,"Ex",1310,0,0,1310,0,0,2,0,3,1,"Gd",6,1,"Attchd",2005,"Fin",2,400,0,0,0,0,0,0,0,7,2006,164990
30,"RL",60,10200,"Reg","Inside","NAmes","1Story",5,8,1940,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","No","Unf",0,0,672,672,"Ex",672,0,0,672,0,0,1,0,2,1,"TA",4,0,"Detchd",1940,"Unf",1,240,168,0,0,0,0,0,0,8,2008,108000
60,"RL",93,12090,"Reg","Corner","NAmes","2Story",8,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",650,"Gd","PConc","Gd","No","Unf",0,0,1141,1141,"Gd",1165,1098,0,2263,0,0,2,1,4,1,"Gd",10,1,"Attchd",1998,"Fin",2,420,144,123,0,0,0,0,0,7,2006,258000
60,"RL",0,10364,"IR1","Inside","NAmes","2Story",6,5,1995,1996,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","Gd","No","Unf",0,0,806,806,"Gd",806,766,0,1572,0,0,2,1,3,1,"TA",7,1,"Attchd",1995,"Fin",2,373,0,40,0,0,0,0,0,5,2007,168000
20,"RL",0,9991,"IR1","Corner","NAmes","1Story",4,4,1976,1993,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","No","BLQ",1116,0,165,1281,"Ex",1620,0,0,1620,1,0,2,0,3,1,"TA",8,1,"Attchd",1993,"Unf",2,490,120,78,0,0,0,0,0,6,2009,150000
50,"RL",51,10480,"Reg","Inside","NAmes","1.5Fin",6,5,1936,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,1064,1064,"Ex",1166,0,473,1639,0,0,1,0,3,1,"TA",6,0,"Detchd",1936,"Unf",1,240,0,0,0,0,0,0,0,3,2008,115000
70,"RL",63,15576,"Reg","Inside","NAmes","2Story",6,7,1915,1976,"Gable","Wd Sdng","Plywood","None",0,"TA","BrkTil","Gd","No","Unf",0,0,840,840,"Ex",840,840,0,1680,0,0,2,0,4,1,"TA",8,0,"Attchd",1960,"Unf",1,308,0,0,160,0,0,0,0,3,2008,177000
60,"RL",109,14154,"Reg","Corner","NAmes","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","BrkFace",350,"Gd","PConc","Ex","No","Unf",0,0,1063,1063,"Ex",1071,1101,0,2172,0,0,2,1,3,1,"Gd",9,1,"Attchd",2006,"RFn",3,947,192,62,0,0,0,0,0,8,2007,280000
60,"RL",85,10800,"Reg","Inside","NAmes","2Story",8,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",100,"Gd","PConc","Ex","No","GLQ",789,0,245,1034,"Ex",1050,1028,0,2078,1,0,2,1,3,1,"TA",8,1,"Attchd",2008,"Fin",3,836,0,102,0,0,0,0,0,4,2008,339750
20,"RL",68,9571,"Reg","Inside","NAmes","1Story",5,3,1958,1958,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",0,0,1276,1276,"TA",1276,0,0,1276,0,0,1,0,3,1,"TA",5,0,"Attchd",1958,"Unf",1,350,0,0,0,0,0,0,0,6,2009,60000
190,"RL",100,34650,"Reg","Inside","NAmes","1Story",5,5,1955,1955,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","Mn","Rec",1056,0,0,1056,"TA",1056,0,0,1056,1,0,1,0,3,1,"TA",5,0,"Attchd",1955,"Fin",2,572,264,0,0,0,0,0,0,1,2006,145000
20,"RL",0,4403,"Reg","Inside","NAmes","1Story",7,5,2009,2009,"Gable","MetalSd","MetalSd","Stone",432,"TA","PConc","Ex","Av","GLQ",578,0,892,1470,"Ex",1478,0,0,1478,1,0,2,1,2,1,"Gd",7,1,"Attchd",2009,"Fin",2,484,0,144,0,0,0,0,0,6,2010,222000
30,"RM",56,8960,"Reg","Inside","OldTown","1Story",5,6,1927,1950,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",0,0,1008,1008,"Gd",1028,0,0,1028,0,0,1,0,2,1,"TA",5,1,"Detchd",1927,"Unf",2,360,0,0,130,0,0,0,0,3,2010,115000
60,"RL",59,11228,"Reg","Inside","NAmes","2Story",7,5,1993,1993,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","BLQ",50,531,499,1080,"Ex",1080,1017,0,2097,0,1,2,1,3,1,"Gd",9,1,"Attchd",1993,"Unf",3,678,196,187,0,0,0,0,0,12,2008,228000
20,"RL",73,8899,"IR1","Inside","NAmes","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",24,0,1316,1340,"Ex",1340,0,0,1340,0,0,2,0,3,1,"Gd",6,0,"Attchd",2007,"Fin",2,396,100,30,0,0,0,0,0,8,2007,181134
60,"RL",74,7844,"Reg","Inside","NAmes","2Story",6,7,1978,1978,"Hip","HdBoard","HdBoard","BrkFace",203,"TA","CBlock","TA","No","ALQ",209,0,463,672,"TA",672,728,0,1400,0,0,1,1,3,1,"TA",6,1,"Attchd",1978,"Fin",2,440,0,0,0,0,0,0,0,3,2006,149500
70,"RL",86,22420,"IR1","Inside","NAmes","2Story",6,6,1918,1950,"Hip","Wd Sdng","VinylSd","None",0,"TA","BrkTil","Gd","No","BLQ",1128,0,242,1370,"TA",1370,1254,0,2624,1,0,2,1,4,1,"TA",10,1,"Detchd",1918,"Unf",3,864,0,0,0,0,0,0,0,11,2007,239000
50,"RL",60,8160,"Reg","Inside","NAmes","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","ALQ",312,0,444,756,"Ex",756,378,0,1134,1,0,1,1,3,1,"TA",7,0,"Detchd",1940,"Unf",1,240,0,0,0,0,0,0,0,4,2007,126000
20,"RL",65,8450,"Reg","Inside","NAmes","1Story",5,6,1968,1968,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","BLQ",775,0,281,1056,"Ex",1056,0,0,1056,1,0,1,0,3,1,"TA",6,1,"Attchd",1968,"Unf",1,304,0,85,184,0,0,0,0,7,2010,142000
90,"RM",78,7060,"Reg","Inside","NAmes","1Story",7,5,1997,1998,"Gable","VinylSd","VinylSd","BrkFace",200,"TA","PConc","Gd","Gd","GLQ",1309,0,35,1344,"Ex",1344,0,0,1344,2,0,2,0,2,2,"TA",8,0,"Attchd",1997,"Fin",4,784,0,0,0,0,0,0,0,11,2008,206300
20,"RL",0,16635,"IR1","Inside","NAmes","1Story",6,7,1977,2000,"Gable","VinylSd","VinylSd","Stone",126,"Gd","CBlock","Gd","No","ALQ",1246,0,356,1602,"Gd",1602,0,0,1602,0,1,2,0,3,1,"Gd",8,1,"Attchd",1977,"Fin",2,529,240,0,0,0,0,0,0,6,2009,215000
20,"RL",100,21750,"Reg","Inside","NAmes","1Story",5,5,1954,1954,"Hip","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","Unf",0,0,988,988,"Ex",988,0,0,988,0,0,1,0,2,1,"TA",4,0,"Attchd",1954,"RFn",2,520,0,0,0,0,0,0,0,2,2008,113000
60,"RL",80,9200,"Reg","Inside","NAmes","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",473,"Gd","PConc","Gd","No","GLQ",986,0,484,1470,"Gd",1470,1160,0,2630,1,0,2,1,4,1,"Gd",8,1,"Attchd",1998,"Fin",3,696,0,66,0,0,0,0,0,6,2008,315000
20,"RL",72,9000,"Reg","Inside","NAmes","1Story",6,5,1956,1956,"Gable","Wd Sdng","Wd Sdng","BrkFace",74,"TA","CBlock","Gd","No","Unf",616,0,580,1196,"Gd",1196,0,0,1196,1,0,1,0,2,1,"TA",6,1,"Attchd",1956,"RFn",1,297,0,44,0,0,0,0,0,5,2008,139000
60,"RM",60,3378,"Reg","Inside","OldTown","2Story",7,8,1946,1992,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","Unf",0,0,651,651,"Gd",707,682,0,1389,0,0,1,1,3,1,"TA",6,2,"Detchd",1947,"Unf",1,240,0,0,126,0,0,0,0,9,2009,135000
80,"RL",0,12800,"Reg","Inside","NAmes","1Story",7,5,1989,1989,"Gable","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","PConc","Gd","Gd","GLQ",1518,0,0,1518,"Gd",1644,0,0,1644,1,1,2,0,2,1,"Gd",5,1,"Attchd",1989,"Fin",2,569,80,0,0,0,396,0,0,8,2009,275000
20,"RL",77,8593,"IR1","Inside","NAmes","1Story",4,6,1957,1957,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",288,0,619,907,"Ex",907,0,0,907,0,0,1,0,3,1,"TA",5,0,"Detchd",1964,"Unf",1,352,0,0,0,0,0,0,0,7,2008,109008
20,"RL",64,6762,"Reg","Inside","CollgCr","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","BrkFace",108,"Gd","PConc","Gd","No","GLQ",664,0,544,1208,"Ex",1208,0,0,1208,1,0,2,0,2,1,"Gd",6,0,"Attchd",2007,"RFn",2,628,105,54,0,0,0,0,0,9,2007,195400
20,"RL",130,11457,"IR1","Corner","NAmes","1Story",6,5,1988,1988,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","Gd","Mn","GLQ",1005,0,387,1392,"TA",1412,0,0,1412,1,0,2,0,3,1,"Gd",6,1,"Attchd",1988,"Unf",2,576,0,0,169,0,0,0,0,3,2009,175000
160,"RM",21,1680,"Reg","Inside","NAmes","2Story",6,5,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",232,"TA","CBlock","TA","No","ALQ",387,0,96,483,"TA",483,504,0,987,0,0,1,1,2,1,"TA",4,0,"Detchd",1971,"Unf",1,264,0,0,0,0,0,0,0,7,2008,85400
50,"RM",60,5586,"IR1","Inside","OldTown","1.5Fin",6,7,1920,1998,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,901,901,"Gd",1088,110,0,1198,0,0,1,0,4,1,"TA",7,0,"Attchd",0,"Unf",0,0,0,98,0,0,0,0,0,9,2008,79900
160,"RM",24,1920,"Reg","Inside","NAmes","2Story",5,5,1971,1971,"Gable","HdBoard","HdBoard","BrkFace",376,"TA","CBlock","TA","No","ALQ",471,0,294,765,"Ex",765,600,0,1365,1,0,1,1,2,1,"TA",6,0,"Detchd",1971,"Unf",2,440,240,36,0,0,0,0,0,8,2007,122500
60,"RL",100,10839,"IR1","Corner","NAmes","2Story",6,5,1997,1998,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","No","Unf",0,0,926,926,"Ex",926,678,0,1604,0,0,2,1,3,1,"TA",7,1,"Attchd",1997,"Fin",2,470,0,36,0,0,0,0,0,7,2008,181000
180,"RM",21,1890,"Reg","Inside","NAmes","1Story",4,7,1972,1972,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","Av","ALQ",495,0,135,630,"Gd",630,0,0,630,1,0,1,0,1,1,"TA",3,0,"Attchd",0,"Unf",0,0,88,0,0,0,0,0,0,6,2008,81000
60,"RL",43,10667,"Reg","Inside","CollgCr","2Story",7,6,1996,1996,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",385,344,70,799,"Ex",827,834,0,1661,1,0,2,1,3,1,"Gd",6,1,"Attchd",1996,"RFn",2,550,158,61,0,0,0,0,0,4,2009,212000
50,"RM",40,4400,"Reg","Inside","OldTown","1.5Fin",6,8,1920,1950,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,648,648,"TA",734,384,0,1118,0,0,1,0,2,1,"TA",6,0,"Detchd",1990,"Unf",2,440,0,0,0,0,0,0,0,10,2006,116000
45,"RM",50,6000,"Reg","Inside","NAmes","1Story",6,7,1926,2004,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","PConc","TA","No","Unf",0,0,884,884,"Gd",904,0,0,904,0,0,1,0,2,1,"TA",4,0,"Detchd",1926,"Unf",1,180,0,0,105,0,0,0,0,1,2009,119000
30,"RL",40,4280,"Reg","Inside","NAmes","1Story",5,6,1913,2002,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","Unf",365,0,75,440,"TA",694,0,0,694,0,0,1,0,2,1,"Gd",4,1,"Detchd",1990,"Unf",1,352,0,0,34,0,0,0,0,3,2007,90350
